Protein_ID,Superfamily,Family,Subfamily
Q13535,,PI3/PI4-kinase family,ATM subfamily
Q13541,,eIF4E-binding protein family,
Q13542,,eIF4E-binding protein family,
Q13546,protein kinase superfamily,TKL Ser/Thr protein kinase family,
Q13547,,histone deacetylase family,HD type 1 subfamily
Q13554,protein kinase superfamily,CAMK Ser/Thr protein kinase family,CaMK subfamily
Q13555,protein kinase superfamily,CAMK Ser/Thr protein kinase family,CaMK subfamily
Q13557,protein kinase superfamily,CAMK Ser/Thr protein kinase family,CaMK subfamily
Q13561,,dynactin subunit 2 family,
Q13562,,No SIMILARITY comment found,
Q13563,,polycystin family,
Q13564,,ubiquitin-activating E1 family,ULA1 subfamily
Q13568,,IRF family,
Q13569,uracil-DNA glycosylase (UDG) superfamily,TDG/mug family,
Q13571,,LAPTM4/LAPTM5 transporter family,
Q13572,,ITPK1 family,
Q13573,,SNW family,
Q13574,,eukaryotic diacylglycerol kinase family,
Q13576,,No SIMILARITY comment found,
Q13585,,G-protein coupled receptor 1 family,
Q13586,,No SIMILARITY comment found,
Q13588,,GRB2/sem-5/DRK family,
Q13591,,semaphorin family,
Q13595,,splicing factor SR family,
Q13596,,sorting nexin family,
Q13601,,KRR1 family,
Q13606,,G-protein coupled receptor 1 family,
Q13607,,G-protein coupled receptor 1 family,
Q13608,,AAA ATPase family,
Q13609,,DNase I family,
Q13610,,WD repeat PWP1 family,
Q13613,,protein-tyrosine phosphatase family,Non-receptor class myotubularin subfamily
Q13614,,protein-tyrosine phosphatase family,Non-receptor class myotubularin subfamily
Q13615,,protein-tyrosine phosphatase family,Non-receptor class myotubularin subfamily
Q13616,,cullin family,
Q13617,,cullin family,
Q13618,,cullin family,
Q13619,,cullin family,
Q13620,,cullin family,
Q13621,,SLC12A transporter family,
Q13625,,ASPP family,
Q13627,protein kinase superfamily,CMGC Ser/Thr protein kinase family,MNB/DYRK subfamily
Q13630,,NAD(P)-dependent epimerase/dehydratase family,Fucose synthase subfamily
Q13634,,No SIMILARITY comment found,
Q13635,,patched family,
Q13636,small GTPase superfamily,Rab family,
Q13637,small GTPase superfamily,Rab family,
Q13639,,G-protein coupled receptor 1 family,
Q13641,,No SIMILARITY comment found,
Q13642,,No SIMILARITY comment found,
Q13643,,No SIMILARITY comment found,
Q13651,,type II cytokine receptor family,
Q13671,,RIN (Ras interaction/interference) family,
Q13683,,integrin alpha chain family,
Q13685,,No SIMILARITY comment found,
Q13686,,alkB family,
Q13698,,11) family,CACNA1S subfamily
Q13702,,RAPsyn family,
Q13705,protein kinase superfamily,TKL Ser/Thr protein kinase family,TGFB receptor subfamily
Q13707,,actin family,
Q13724,,glycosyl hydrolase 63 family,
Q13727,,No SIMILARITY comment found,
Q13733,,3) family,Type IIC subfamily
Q13740,,No SIMILARITY comment found,
Q13746,,No SIMILARITY comment found,
Q13751,,No SIMILARITY comment found,
Q13753,,No SIMILARITY comment found,
Q13761,,No SIMILARITY comment found,
Q13765,,NAC-alpha family,
Q13769,,THOC5 family,
Q13772,,No SIMILARITY comment found,
Q13790,,apolipoprotein F family,
Q13794,,PMAIP1 family,
Q13795,small GTPase superfamily,Arf family,
Q13796,,shroom family,
Q13797,,integrin alpha chain family,
Q13813,,spectrin family,
Q13822,,nucleotide pyrophosphatase/phosphodiesterase family,
Q13823,,TRAFAC class YlqF/YawG GTPase family,NOG2 subfamily
Q13825,,enoyl-CoA hydratase/isomerase family,
Q13829,,BACURD family,
Q13835,,beta-catenin family,
Q13838,,DEAD box helicase family,DECD subfamily
Q13867,,peptidase C1 family,
Q13868,,RRP4 family,
Q13873,protein kinase superfamily,TKL Ser/Thr protein kinase family,TGFB receptor subfamily
Q13875,,No SIMILARITY comment found,
Q13876,,No SIMILARITY comment found,
Q13882,protein kinase superfamily,Tyr protein kinase family,BRK/PTK6/SIK subfamily
Q13884,,syntrophin family,
Q13885,,tubulin family,
Q13886,,Sp1 C2H2-type zinc-finger protein family,
Q13887,,krueppel C2H2-type zinc-finger protein family,
Q13888,,GTF2H2 family,
Q13889,,TFB4 family,
Q13895,,bystin family,
Q13901,,C1D family,
Q13905,,No SIMILARITY comment found,
Q13907,,IPP isomerase type 1 family,
Q13936,,11) family,CACNA1C subfamily
Q13938,,No SIMILARITY comment found,
Q13939,,No SIMILARITY comment found,
Q13946,,cyclic nucleotide phosphodiesterase family,PDE7 subfamily
Q13948,,CASP family,
Q13950,,No SIMILARITY comment found,
Q13951,,CBF-beta family,
Q13952,,NFYC/HAP5 subunit family,
Q13956,,rod/cone cGMP-PDE gamma subunit family,
Q13972,,No SIMILARITY comment found,
Q13976,protein kinase superfamily,AGC Ser/Thr protein kinase family,cGMP subfamily
Q14002,immunoglobulin superfamily,CEA family,
Q14003,,potassium channel family,3/KCNC3 sub-subfamily
Q14004,protein kinase superfamily,CMGC Ser/Thr protein kinase family,CDC2/CDKX subfamily
Q14005,,No SIMILARITY comment found,
Q14008,,TOG/XMAP215 family,
Q14011,,No SIMILARITY comment found,
Q14012,protein kinase superfamily,CAMK Ser/Thr protein kinase family,CaMK subfamily
Q14019,,actin-binding proteins ADF family,Coactosin subfamily
Q14028,,5) family,CNGB1 subfamily
Q14031,,type IV collagen family,
Q14032,,C/M/P thioester hydrolase family,
Q14050,,fibril-associated collagens with interrupted helices (FACIT) family,
Q14055,,fibril-associated collagens with interrupted helices (FACIT) family,
Q14061,,COX17 family,
Q14088,small GTPase superfamily,Rab family,
Q14093,,No SIMILARITY comment found,
Q14094,,cyclin family,
Q14103,,No SIMILARITY comment found,
Q14106,,BTG family,
Q14108,,CD36 family,
Q14112,,No SIMILARITY comment found,
Q14114,,LDLR family,
Q14116,,IL-1 family,
Q14117,metallo-dependent hydrolases superfamily,Hydantoinase/dihydropyrimidinase family,
Q14118,,No SIMILARITY comment found,
Q14119,,krueppel C2H2-type zinc-finger protein family,
Q14123,,cyclic nucleotide phosphodiesterase family,PDE1 subfamily
Q14126,,No SIMILARITY comment found,
Q14129,,gonadal family,
Q14134,,No SIMILARITY comment found,
Q14135,,vestigial family,
Q14137,,WD repeat BOP1/ERB1 family,
Q14139,,ubiquitin conjugation factor E4 family,
Q14140,,No SIMILARITY comment found,
Q14141,TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily,Septin GTPase family,
Q14142,,TRIM/RBCC family,
Q14145,,KEAP1 family,
Q14146,,No SIMILARITY comment found,
Q14147,,DEAD box helicase family,DEAH subfamily
Q14149,,No SIMILARITY comment found,
Q14151,,No SIMILARITY comment found,
Q14152,,eIF-3 subunit A family,
Q14153,,FAM53 family,
Q14154,,DELE1 family,
Q14155,,No SIMILARITY comment found,
Q14156,,EFR3 family,
Q14157,,No SIMILARITY comment found,
Q14159,,No SIMILARITY comment found,
Q14160,,LAP (LRR and PDZ) protein family,
Q14161,,No SIMILARITY comment found,
Q14162,,No SIMILARITY comment found,
Q14164,protein kinase superfamily,Ser/Thr protein kinase family,I-kappa-B kinase subfamily
Q14165,,malectin family,
Q14166,,tubulin--tyrosine ligase family,
Q14168,,MAGUK family,
Q14181,,DNA polymerase alpha subunit B family,
Q14183,,No SIMILARITY comment found,
Q14184,,No SIMILARITY comment found,
Q14185,,DOCK family,
Q14186,,E2F/DP family,
Q14188,,E2F/DP family,
Q14190,,No SIMILARITY comment found,
Q14191,,helicase family,RecQ subfamily
Q14192,,No SIMILARITY comment found,
Q14194,metallo-dependent hydrolases superfamily,Hydantoinase/dihydropyrimidinase family,
Q14195,metallo-dependent hydrolases superfamily,Hydantoinase/dihydropyrimidinase family,
Q14197,,prokaryotic/mitochondrial release factor family,Mitochondrion-specific ribosomal protein mL62 subfamily
Q14201,,BTG family,
Q14202,,No SIMILARITY comment found,
Q14203,,dynactin 150 kDa subunit family,
Q14204,,dynein heavy chain family,
Q14206,,RCAN family,
Q14207,,NPAT family,
Q14209,,E2F/DP family,
Q14210,,No SIMILARITY comment found,
Q14213,,type I cytokine receptor family,Type 3 subfamily
Q14232,,eIF-2B alpha/beta/delta subunits family,
Q14240,,DEAD box helicase family,eIF4A subfamily
Q14241,,No SIMILARITY comment found,
Q14242,,No SIMILARITY comment found,
Q14244,,MAP7 family,
Q14246,,G-protein coupled receptor 2 family,Adhesion G-protein coupled receptor (ADGR) subfamily
Q14247,,No SIMILARITY comment found,
Q14249,,DNA/RNA non-specific endonuclease family,
Q14254,,band 7/mec-2 family,Flotillin subfamily
Q14257,,CREC family,
Q14258,,No SIMILARITY comment found,
Q14264,,gamma type-C retroviral envelope protein family,HERV class-I R env subfamily
Q14289,protein kinase superfamily,Tyr protein kinase family,FAK subfamily
Q14296,,FAST protein kinase family,
Q14314,,No SIMILARITY comment found,
Q14315,,filamin family,
Q14318,,No SIMILARITY comment found,
Q14320,,FAM50 family,
Q14324,immunoglobulin superfamily,MyBP family,
Q14330,,G-protein coupled receptor 1 family,
Q14331,,FRG1 family,
Q14332,,G-protein coupled receptor Fz/Smo family,
Q14342,,No SIMILARITY comment found,
Q14344,,G-alpha family,G(12) subfamily
Q14353,class I-like SAM-binding methyltransferase superfamily,RMT2 methyltransferase family,
Q14376,,NAD(P)-dependent epimerase/dehydratase family,
Q14390,,gamma-glutamyltransferase family,
Q14392,,LRRC32/LRRC33 family,
Q14393,,No SIMILARITY comment found,
Q14397,,GCKR family,
Q14406,,somatotropin/prolactin family,
Q14409,,FGGY kinase family,
Q14410,,FGGY kinase family,
Q14416,,G-protein coupled receptor 3 family,
Q14432,,cyclic nucleotide phosphodiesterase family,PDE3 subfamily
Q14435,,glycosyltransferase 2 family,GalNAc-T subfamily
Q14439,,G-protein coupled receptor 1 family,
Q14440,,No SIMILARITY comment found,
Q14442,,PIGH family,
Q14444,,caprin family,
Q14449,,GRB7/10/14 family,
Q14451,,GRB7/10/14 family,
Q14457,,beclin family,
Q14469,,No SIMILARITY comment found,
Q14493,,SLBP family,
Q14494,,bZIP family,CNC subfamily
Q14498,,splicing factor SR family,
Q14500,,1) family,KCNJ12 subfamily
Q14507,,No SIMILARITY comment found,
Q14508,,No SIMILARITY comment found,
Q14511,,CAS family,
Q14512,,fibroblast growth factor-binding protein family,
Q14515,,SPARC family,
Q14517,,No SIMILARITY comment found,
Q14520,,peptidase S1 family,
Q14524,,10) family,5/SCN5A subfamily
Q14525,,intermediate filament family,
Q14526,,krueppel C2H2-type zinc-finger protein family,Hic subfamily
Q14527,,SNF2/RAD54 helicase family,RAD16 subfamily
Q14532,,intermediate filament family,
Q14533,,intermediate filament family,
Q14534,,squalene monooxygenase family,
Q14541,,nuclear hormone receptor family,NR2 subfamily
Q14542,,57) family,
Q14549,,No SIMILARITY comment found,
Q14554,,protein disulfide isomerase family,
Q14558,,ribose-phosphate pyrophosphokinase family,
Q14562,,DEAD box helicase family,DDX8/PRP22 sub-subfamily
Q14563,,semaphorin family,
Q14565,,RecA family,DMC1 subfamily
Q14566,,MCM family,
Q14568,,heat shock protein 90 family,
Q14571,,InsP3 receptor family,
Q14573,,InsP3 receptor family,
Q14574,,No SIMILARITY comment found,
Q14576,,RRM elav family,
Q14582,,No SIMILARITY comment found,
Q14584,,krueppel C2H2-type zinc-finger protein family,
Q14585,,krueppel C2H2-type zinc-finger protein family,
Q14586,,krueppel C2H2-type zinc-finger protein family,
Q14587,,krueppel C2H2-type zinc-finger protein family,
Q14588,,krueppel C2H2-type zinc-finger protein family,
Q14590,,krueppel C2H2-type zinc-finger protein family,
Q14592,,krueppel C2H2-type zinc-finger protein family,
Q14593,,krueppel C2H2-type zinc-finger protein family,
Q14596,,No SIMILARITY comment found,
Q14623,,hedgehog family,
Q14624,,ITIH family,
Q14626,,type I cytokine receptor family,Type 3 subfamily
Q14627,,type I cytokine receptor family,Type 5 subfamily
Q14641,,insulin family,
Q14642,,5-trisphosphate 5-phosphatase type I family,
Q14643,,InsP3 receptor family,
Q14644,,No SIMILARITY comment found,
Q14651,,No SIMILARITY comment found,
Q14653,,IRF family,
Q14654,,1) family,KCNJ11 subfamily
Q14656,,No SIMILARITY comment found,
Q14657,,CTAG/PCC1 family,
Q14667,,SABRE family,
Q14669,,UPL family,K-HECT subfamily
Q14671,,No SIMILARITY comment found,
Q14674,,No SIMILARITY comment found,
Q14676,,No SIMILARITY comment found,
Q14677,,epsin family,
Q14678,,No SIMILARITY comment found,
Q14679,,tubulin--tyrosine ligase family,
Q14680,protein kinase superfamily,CAMK Ser/Thr protein kinase family,SNF1 subfamily
Q14681,,No SIMILARITY comment found,
Q14683,,SMC family,SMC1 subfamily
Q14684,,RRP1 family,
Q14686,,No SIMILARITY comment found,
Q14687,,No SIMILARITY comment found,
Q14689,,DIP2 family,
Q14690,,No SIMILARITY comment found,
Q14691,,GINS1/PSF1 family,
Q14692,TRAFAC class translation factor GTPase superfamily,Bms1-like GTPase family,BMS1 subfamily
Q14693,,lipin family,
Q14694,,peptidase C19 family,USP10 subfamily
Q14695,,No SIMILARITY comment found,
Q14696,,MESD family,
Q14697,,glycosyl hydrolase 31 family,
Q14699,,raftlin family,
Q14703,,peptidase S8 family,
Q14714,,No SIMILARITY comment found,
Q14721,,potassium channel family,1/KCNB1 sub-subfamily
Q14722,,shaker potassium channel beta subunit family,
Q14728,major facilitator superfamily,,
Q14738,,phosphatase 2A regulatory subunit B56 family,
Q14739,,ERG4/ERG24 family,
Q14746,,COG2 family,
Q14749,class I-like SAM-binding methyltransferase superfamily,Glycine N-methyltransferase family,
Q14761,,No SIMILARITY comment found,
Q14764,,No SIMILARITY comment found,
Q14765,,transcription factor STAT family,
Q14766,,LTBP family,
Q14767,,LTBP family,
Q14773,immunoglobulin superfamily,ICAM family,
Q14774,,0 homeobox family,
Q14781,,No SIMILARITY comment found,
Q14789,,No SIMILARITY comment found,
Q14790,,peptidase C14A family,
Q147U1,,krueppel C2H2-type zinc-finger protein family,
Q147U7,,No SIMILARITY comment found,
Q147X3,,acetyltransferase family,MAK3 subfamily
Q14802,,FXYD family,
Q14807,TRAFAC class myosin-kinesin ATPase superfamily,Kinesin family,
Q14814,,MEF2 family,
Q14820,,No SIMILARITY comment found,
Q14831,,G-protein coupled receptor 3 family,
Q14832,,G-protein coupled receptor 3 family,
Q14833,,G-protein coupled receptor 3 family,
Q14839,,SNF2/RAD54 helicase family,
Q14847,,No SIMILARITY comment found,
Q14849,,STARD3 family,
Q14863,,POU transcription factor family,Class-6 subfamily
Q14865,,ARID5B family,
Q14868,,No SIMILARITY comment found,
Q14872,,No SIMILARITY comment found,
Q14894,,ornithine cyclodeaminase/mu-crystallin family,
Q14896,immunoglobulin superfamily,MyBP family,
Q14901,,No SIMILARITY comment found,
Q14914,,NADP-dependent oxidoreductase L4BD family,
Q14916,major facilitator superfamily,Sodium/anion cotransporter family,
Q14919,,NC2 alpha/DRAP1 family,
Q14929,,krueppel C2H2-type zinc-finger protein family,
Q14934,,No SIMILARITY comment found,
Q14938,,CTF/NF-I family,
Q14940,,36) family,
Q14943,immunoglobulin superfamily,,
Q14952,immunoglobulin superfamily,,
Q14953,immunoglobulin superfamily,,
Q14954,immunoglobulin superfamily,,
Q14956,,PMEL/NMB family,
Q14957,,1) family,NR2C/GRIN2C subfamily
Q14964,small GTPase superfamily,Rab family,
Q14966,,No SIMILARITY comment found,
Q14973,,28) family,
Q14974,,importin beta family,Importin beta-1 subfamily
Q14978,,NOLC1 family,
Q14980,,No SIMILARITY comment found,
Q14982,immunoglobulin superfamily,IgLON family,
Q14990,,No SIMILARITY comment found,
Q14993,,fibril-associated collagens with interrupted helices (FACIT) family,
Q14994,,nuclear hormone receptor family,NR1 subfamily
Q14995,,nuclear hormone receptor family,NR1 subfamily
Q14997,,BLM10 family,
Q14999,,cullin family,
Q149M6,,No SIMILARITY comment found,
Q149M9,,No SIMILARITY comment found,
Q149N5,,DOCK family,
Q149N8,,SNF2/RAD54 helicase family,
Q14BN4,,SLMAP family,
Q14C60,,No SIMILARITY comment found,
Q14C61,,No SIMILARITY comment found,
Q14C86,,GAPVD1 family,
Q14C87,,TMEM132 family,
Q14CB8,,No SIMILARITY comment found,
Q14CM0,,No SIMILARITY comment found,
Q14CN2,,CLCR family,
Q14CN4,,intermediate filament family,
Q14CS0,,NSFL1C family,
Q14CW7,,No SIMILARITY comment found,
Q14CW9,,SGF11 family,
Q14CX5,,No SIMILARITY comment found,
Q14CX7,,MDM20/NAA25 family,
Q14CZ0,,HAPSTR1 family,
Q14CZ7,,FAST kinase family,
Q14CZ8,,No SIMILARITY comment found,
Q14D04,,MELT/VEPH family,
Q14D33,,No SIMILARITY comment found,
Q14DG7,,TMEM132 family,
Q15003,,CND2 (condensin subunit 2) family,
Q15004,,No SIMILARITY comment found,
Q15005,,SPCS2 family,
Q15006,,EMC2 family,
Q15007,,fl(2)d family,
Q15008,,proteasome subunit S10 family,
Q15011,,No SIMILARITY comment found,
Q15012,,LAPTM4/LAPTM5 transporter family,
Q15013,,MAD2L1BP family,
Q15014,,No SIMILARITY comment found,
Q15018,,FAM175 family,Abro1 subfamily
Q15019,TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily,Septin GTPase family,
Q15020,,No SIMILARITY comment found,
Q15021,,CND1 (condensin subunit 1) family,
Q15022,,VEFS (VRN2-EMF2-FIS2-SU(Z)12) family,
Q15024,,RNase PH family,
Q15025,,No SIMILARITY comment found,
Q15027,,No SIMILARITY comment found,
Q15029,TRAFAC class translation factor GTPase superfamily,Classic translation factor GTPase family,EF-G/EF-2 subfamily
Q15031,,class-I aminoacyl-tRNA synthetase family,
Q15032,,No SIMILARITY comment found,
Q15034,,No SIMILARITY comment found,
Q15035,,TRAM family,
Q15036,,sorting nexin family,
Q15038,,No SIMILARITY comment found,
Q15040,,No SIMILARITY comment found,
Q15041,,ARL6ip family,
Q15042,,Rab3-GAP catalytic subunit family,
Q15043,,5) family,
Q15046,,class-II aminoacyl-tRNA synthetase family,
Q15047,class V-like SAM-binding methyltransferase superfamily,Histone-lysine methyltransferase family,Suvar3-9 subfamily
Q15048,,PRAME family,LRRC14 subfamily
Q15049,,No SIMILARITY comment found,
Q15050,,RRS1 family,
Q15051,,No SIMILARITY comment found,
Q15052,,No SIMILARITY comment found,
Q15053,,No SIMILARITY comment found,
Q15054,,No SIMILARITY comment found,
Q15056,,No SIMILARITY comment found,
Q15057,,No SIMILARITY comment found,
Q15058,TRAFAC class myosin-kinesin ATPase superfamily,Kinesin family,
Q15059,,BET family,
Q15061,,UTP5 family,
Q15063,,No SIMILARITY comment found,
Q15067,,acyl-CoA oxidase family,
Q15070,,OXA1/ALB3/YidC family,
Q15072,,krueppel C2H2-type zinc-finger protein family,
Q15075,,No SIMILARITY comment found,
Q15077,,G-protein coupled receptor 1 family,
Q15078,,cyclin-dependent kinase 5 activator family,
Q15080,,No SIMILARITY comment found,
Q15084,,protein disulfide isomerase family,
Q15102,,'GDSL' lipolytic enzyme family,Platelet-activating factor acetylhydrolase IB beta/gamma subunits subfamily
Q15109,,No SIMILARITY comment found,
Q15111,,No SIMILARITY comment found,
Q15113,,No SIMILARITY comment found,
Q15116,,No SIMILARITY comment found,
Q15118,,PDK/BCKDK protein kinase family,
Q15119,,PDK/BCKDK protein kinase family,
Q15120,,PDK/BCKDK protein kinase family,
Q15121,,No SIMILARITY comment found,
Q15124,,phosphohexose mutase family,
Q15125,,EBP family,
Q15126,,No SIMILARITY comment found,
Q15131,protein kinase superfamily,CMGC Ser/Thr protein kinase family,CDC2/CDKX subfamily
Q15139,protein kinase superfamily,CAMK Ser/Thr protein kinase family,PKD subfamily
Q15147,,No SIMILARITY comment found,
